Response	Gene ENSEMBL ID	quantitative sorting score	visualization score	baseline score
Irinotecan	ENSG00000151117	0.3352831831178935	0.3352831831178935	0.3352831831178935
Irinotecan	ENSG00000108559	0.3302295562937672	0.3302295562937672	-0.3302295562937672
Irinotecan	ENSG00000117984	0.3289128634940838	0.3289128634940838	0.3289128634940838
Irinotecan	ENSG00000183684	0.3262652883638867	0.3262652883638867	-0.3262652883638867
Irinotecan	ENSG00000182952	0.3259334837538082	0.3259334837538082	-0.3259334837538082
Irinotecan	ENSG00000145220	0.31629895912117123	0.31629895912117123	-0.31629895912117123
Irinotecan	ENSG00000239900	0.3159978737941967	0.3159978737941967	-0.3159978737941967
Irinotecan	ENSG00000159348	0.3151716284534435	0.3151716284534435	0.3151716284534435
Irinotecan	ENSG00000124935	0.3131365054919071	0.3131365054919071	0.3131365054919071
Irinotecan	ENSG00000166509	0.31259118676868447	0.31259118676868447	0.31259118676868447
Irinotecan	ENSG00000124939	0.3043254607780669	0.3043254607780669	0.3043254607780669
Irinotecan	ENSG00000006747	0.3028376810318868	0.3028376810318868	0.3028376810318868
Irinotecan	ENSG00000110484	0.3027707097399199	0.3027707097399199	0.3027707097399199
Irinotecan	ENSG00000115484	0.2982830436359614	0.2982830436359614	-0.2982830436359614
Irinotecan	ENSG00000173402	0.29726926752555516	0.29726926752555516	0.29726926752555516
Irinotecan	ENSG00000144524	0.2972228670209962	0.2972228670209962	-0.2972228670209962
Irinotecan	ENSG00000170367	0.2938119750965312	0.2938119750965312	0.2938119750965312
Irinotecan	ENSG00000137054	0.2929481937053599	0.2929481937053599	-0.2929481937053599
Irinotecan	ENSG00000107371	0.29228423887077154	0.29228423887077154	-0.29228423887077154
Irinotecan	ENSG00000086189	0.2908123464399881	0.2908123464399881	-0.2908123464399881
Irinotecan	ENSG00000120699	0.289875677172226	0.289875677172226	-0.289875677172226
Irinotecan	ENSG00000076344	0.28979800464693384	0.28979800464693384	0.28979800464693384
Irinotecan	ENSG00000143842	0.28807018076319535	0.28807018076319535	0.28807018076319535
Irinotecan	ENSG00000078898	0.28717958074035804	0.28717958074035804	0.28717958074035804
Irinotecan	ENSG00000065427	0.28498316074417135	0.28498316074417135	-0.28498316074417135
Irinotecan	ENSG00000005100	0.2837745362272503	0.2837745362272503	-0.2837745362272503
Irinotecan	ENSG00000130513	0.2837011049337438	0.2837011049337438	0.2837011049337438
Irinotecan	ENSG00000147274	0.2824799079823412	0.2824799079823412	-0.2824799079823412
Irinotecan	ENSG00000183566	0.28149594099408565	0.28149594099408565	0.28149594099408565
Irinotecan	ENSG00000165283	0.2803840951006507	0.2803840951006507	-0.2803840951006507
Irinotecan	ENSG00000141030	0.2802465273254387	0.2802465273254387	-0.2802465273254387
Irinotecan	ENSG00000108651	0.27991625272188103	0.27991625272188103	-0.27991625272188103
Irinotecan	LRG_183	0.27982586047682995	0.27982586047682995	0.27982586047682995
Irinotecan	ENSG00000243064	0.27848806513171637	0.27848806513171637	0.27848806513171637
Irinotecan	ENSG00000112029	0.27766318588611166	0.27766318588611166	-0.27766318588611166
