Response	Gene ENSEMBL ID	quantitative sorting score	visualization score	baseline score
LBW242	ENSG00000110768	0.43925580722191526	0.43925580722191526	0.43925580722191526
LBW242	ENSG00000142185	0.3659149145108667	0.3659149145108667	-0.3659149145108667
LBW242	ENSG00000002745	0.3517142112948199	0.3517142112948199	0.3517142112948199
LBW242	ENSG00000135486	0.34871012499964593	0.34871012499964593	-0.34871012499964593
LBW242	ENSG00000205927	0.34669809181647826	0.34669809181647826	0.34669809181647826
LBW242	MGC2889	0.34329003651909673	0.34329003651909673	0.34329003651909673
LBW242	ENSG00000112837	0.3426540099537101	0.3426540099537101	0.3426540099537101
LBW242	ENSG00000079332	0.342548644895737	0.342548644895737	-0.342548644895737
LBW242	ENSG00000165806	0.3394889763602101	0.3394889763602101	-0.3394889763602101
LBW242	LOC100506226	0.33009424260341963	0.33009424260341963	0.33009424260341963
LBW242	ENSG00000204628	0.32936495057895415	0.32936495057895415	-0.32936495057895415
LBW242	ENSG00000256206	0.32681179976026975	0.32681179976026975	0.32681179976026975
LBW242	ENSG00000065717	0.32283632018412833	0.32283632018412833	-0.32283632018412833
LBW242	ENSG00000152782	0.3208828588506843	0.3208828588506843	-0.3208828588506843
LBW242	ENSG00000164287	0.3192002783893339	0.3192002783893339	0.3192002783893339
LBW242	ENSG00000167191	0.3147155357101711	0.3147155357101711	0.3147155357101711
LBW242	ENSG00000165660	0.3135896685101205	0.3135896685101205	-0.3135896685101205
LBW242	C10orf137	0.31309177542033906	0.31309177542033906	-0.31309177542033906
LBW242	LOC100128788	0.31034211382961174	0.31034211382961174	0.31034211382961174
LBW242	ENSG00000233151	0.30936136787254026	0.30936136787254026	0.30936136787254026
LBW242	ENSG00000176692	0.3085399561780269	0.3085399561780269	0.3085399561780269
LBW242	ENSG00000166135	0.30821474432464824	0.30821474432464824	-0.30821474432464824
LBW242	ENSG00000186075	0.3078916779719733	0.3078916779719733	0.3078916779719733
LBW242	ENSG00000162341	0.30620553503665937	0.30620553503665937	0.30620553503665937
LBW242	ENSG00000204669	0.3057817407442044	0.3057817407442044	0.3057817407442044
LBW242	ENSG00000165879	0.3054351050458515	0.3054351050458515	-0.3054351050458515
LBW242	ENSG00000198515	0.30540619126673135	0.30540619126673135	0.30540619126673135
LBW242	ENSG00000143643	0.302073959589409	0.302073959589409	-0.302073959589409
LBW242	ENSG00000160781	0.301323512013062	0.301323512013062	-0.301323512013062
LBW242	ENSG00000019995	0.2984855217062738	0.2984855217062738	-0.2984855217062738
LBW242	ENSG00000109944	0.29701644526380194	0.29701644526380194	0.29701644526380194
LBW242	ENSG00000100994	0.2970154150398224	0.2970154150398224	0.2970154150398224
LBW242	ENSG00000123594	0.2962921041565476	0.2962921041565476	-0.2962921041565476
LBW242	ENSG00000166199	0.29240768038437326	0.29240768038437326	0.29240768038437326
LBW242	ENSG00000080031	0.29128007552893265	0.29128007552893265	0.29128007552893265
LBW242	ENSG00000188425	0.29084495099521157	0.29084495099521157	0.29084495099521157
LBW242	LOC729799	0.29037450199668924	0.29037450199668924	0.29037450199668924
LBW242	ENSG00000144909	0.2895835794410971	0.2895835794410971	-0.2895835794410971
LBW242	LOC100130357	0.2888092530440998	0.2888092530440998	0.2888092530440998
LBW242	MLL3	0.28794287053969964	0.28794287053969964	-0.28794287053969964
LBW242	ENSG00000107651	0.28730585380790075	0.28730585380790075	-0.28730585380790075
LBW242	ENSG00000248712	0.286994324467981	0.286994324467981	-0.286994324467981
LBW242	ENSG00000127884	0.2867526969642971	0.2867526969642971	-0.2867526969642971
LBW242	ENSG00000177694	0.28515606245000663	0.28515606245000663	0.28515606245000663
LBW242	ENSG00000072071	0.28416907973496375	0.28416907973496375	-0.28416907973496375
LBW242	ENSG00000121691	0.2835878921034662	0.2835878921034662	0.2835878921034662
LBW242	ENSG00000135999	0.282886196796345	0.282886196796345	-0.282886196796345
LBW242	ENSG00000070882	0.28283230504483114	0.28283230504483114	0.28283230504483114
LBW242	ENSG00000059573	0.27996736621911567	0.27996736621911567	-0.27996736621911567
LBW242	ENSG00000138083	0.2796232029568623	0.2796232029568623	0.2796232029568623
LBW242	ENSG00000188582	0.27913984700392946	0.27913984700392946	0.27913984700392946
LBW242	ENSG00000181274	0.27747478041100165	0.27747478041100165	-0.27747478041100165
LBW242	LOC100506174	0.276287652186965	0.276287652186965	0.276287652186965
LBW242	ENSG00000221818	0.2761415486675683	0.2761415486675683	0.2761415486675683
LBW242	ENSG00000169418	0.2758569415746709	0.2758569415746709	-0.2758569415746709
LBW242	ENSG00000170962	0.27524404327753565	0.27524404327753565	0.27524404327753565
LBW242	ENSG00000136758	0.27507339382187307	0.27507339382187307	-0.27507339382187307
LBW242	ENSG00000084112	0.2748485508635511	0.2748485508635511	0.2748485508635511
LBW242	LOC723809	0.2748079502722679	0.2748079502722679	0.2748079502722679
LBW242	ENSG00000099308	0.2747787009799801	0.2747787009799801	-0.2747787009799801
LBW242	ENSG00000114698	0.2746826154492879	0.2746826154492879	0.2746826154492879
LBW242	LRG_727	0.2745267950321217	0.2745267950321217	0.2745267950321217
LBW242	ENSG00000092010	0.27343055627934665	0.27343055627934665	-0.27343055627934665
LBW242	ENSG00000137449	0.2730885461480711	0.2730885461480711	0.2730885461480711
LBW242	ENSG00000206072	0.2728211196974287	0.2728211196974287	0.2728211196974287
LBW242	ENSG00000115504	0.27277009607927305	0.27277009607927305	0.27277009607927305
LBW242	ENSG00000108021	0.2722295402723803	0.2722295402723803	-0.2722295402723803
LBW242	ENSG00000148773	0.27206898626049736	0.27206898626049736	-0.27206898626049736
LBW242	ENSG00000215644	0.2718424569488632	0.2718424569488632	0.2718424569488632
LBW242	ENSG00000100461	0.2716720806669559	0.2716720806669559	-0.2716720806669559
LBW242	ENSG00000157150	0.2716008584022561	0.2716008584022561	0.2716008584022561
LBW242	ENSG00000117461	0.27125982998774	0.27125982998774	-0.27125982998774
LBW242	ENSG00000196616	0.27123138730042967	0.27123138730042967	0.27123138730042967
LBW242	ENSG00000107317	0.270933782686019	0.270933782686019	-0.270933782686019
LBW242	ENSG00000170775	0.27084752021702346	0.27084752021702346	0.27084752021702346
LBW242	ENSG00000119669	0.26989994427810876	0.26989994427810876	-0.26989994427810876
LBW242	ENSG00000047056	0.26958046590822093	0.26958046590822093	-0.26958046590822093
LBW242	ENSG00000185220	0.26953096338174165	0.26953096338174165	-0.26953096338174165
LBW242	ENSG00000162066	0.2681927882861539	0.2681927882861539	0.2681927882861539
LBW242	ENSG00000170234	0.2680929296819412	0.2680929296819412	-0.2680929296819412
LBW242	ENSG00000074803	0.2675359795256786	0.2675359795256786	0.2675359795256786
LBW242	ENSG00000160551	0.26751017393927495	0.26751017393927495	-0.26751017393927495
LBW242	ENSG00000144681	0.26623753588254884	0.26623753588254884	0.26623753588254884
LBW242	ENSG00000106688	0.2657272790203226	0.2657272790203226	0.2657272790203226
LBW242	ENSG00000126778	0.26422423025040537	0.26422423025040537	-0.26422423025040537
LBW242	LOC100505716	0.26421313864787566	0.26421313864787566	-0.26421313864787566
LBW242	ENSG00000115596	0.26236150152825094	0.26236150152825094	-0.26236150152825094
LBW242	ENSG00000100191	0.2622465767070575	0.2622465767070575	0.2622465767070575
LBW242	ENSG00000086504	0.26211812667994294	0.26211812667994294	0.26211812667994294
LBW242	ENSG00000119927	0.2611991285497254	0.2611991285497254	-0.2611991285497254
LBW242	ENSG00000150636	0.26104191964990453	0.26104191964990453	0.26104191964990453
LBW242	ENSG00000101842	0.2604318482754949	0.2604318482754949	0.2604318482754949
LBW242	ENSG00000128918	0.2603471658149398	0.2603471658149398	0.2603471658149398
LBW242	ENSG00000171940	0.2601407515670428	0.2601407515670428	-0.2601407515670428
LBW242	ENSG00000127252	0.259613559685548	0.259613559685548	0.259613559685548
LBW242	LOC100507109	0.25954662789647226	0.25954662789647226	0.25954662789647226
LBW242	ENSG00000121871	0.25873126970866855	0.25873126970866855	0.25873126970866855
LBW242	ENSG00000111726	0.25868766897479956	0.25868766897479956	0.25868766897479956
LBW242	ENSG00000124134	0.2586345326130546	0.2586345326130546	0.2586345326130546
LBW242	ENSG00000170873	0.25857320969815706	0.25857320969815706	0.25857320969815706
LBW242	ENSG00000172318	0.2578888278233456	0.2578888278233456	0.2578888278233456
LBW242	ENSG00000089177	0.2577283094527272	0.2577283094527272	0.2577283094527272
LBW242	ENSG00000131591	0.2575699615625086	0.2575699615625086	0.2575699615625086
LBW242	ENSG00000167968	0.25727082429087317	0.25727082429087317	-0.25727082429087317
LBW242	ENSG00000258484	0.2569174768536392	0.2569174768536392	0.2569174768536392
LBW242	ENSG00000133794	0.25686507904986894	0.25686507904986894	0.25686507904986894
LBW242	ENSG00000170955	0.2566198422072458	0.2566198422072458	0.2566198422072458
LBW242	ENSG00000037749	0.25645449558962696	0.25645449558962696	-0.25645449558962696
LBW242	ENSG00000131055	0.25636633435992195	0.25636633435992195	-0.25636633435992195
LBW242	ENSG00000146540	0.25601474981023625	0.25601474981023625	0.25601474981023625
LBW242	ENSG00000243449	0.255928279037777	0.255928279037777	-0.255928279037777
LBW242	NT5C3	0.25538893415117186	0.25538893415117186	0.25538893415117186
