Response	Gene ENSEMBL ID	quantitative sorting score	visualization score	baseline score	Percent appearing in restart set
PHA-665752	ENSG00000066044	0.014003589225132564	1.0	0.23912598246448052	1.0
PHA-665752	ENSG00000137693	0.0069091207565366184	0.5832397839874383	-0.2401443660022598	1.0
PHA-665752	ENSG00000007237	0.006437289131246275	0.5555223234126252	0.2960203009313963	1.0
PHA-665752	ENSG00000136732	0.0062584701246044105	0.5450177101121219	0.2973130235967923	1.0
PHA-665752	ENSG00000115232	0.005713748259212438	0.5130183569128746	0.26917847988846455	1.0
PHA-665752	ENSG00000106560	0.005711133021701375	0.5128647263829964	0.2348943653260059	1.0
PHA-665752	ENSG00000106624	0.005644257934367662	0.5089361902331172	0.26923746359816864	1.0
PHA-665752	ENSG00000169554	0.005635361228699973	0.5084135586938724	0.26839465949294217	1.0
PHA-665752	ENSG00000138795	0.005622377520261596	0.5076508386737081	0.2691129404699904	1.0
PHA-665752	ENSG00000130702	0.005594729920698733	0.5060266973279466	-0.2578726988267755	1.0
PHA-665752	ENSG00000153113	0.005567316345800725	0.504416303618151	-0.26528505412515196	1.0
PHA-665752	ENSG00000075884	0.005329756651686909	0.49046100451815433	0.25422148796863975	1.0
PHA-665752	ENSG00000184863	0.005285174007936394	0.48784202434760005	0.24115151911787044	1.0
PHA-665752	ENSG00000101695	0.0052745736184748645	0.4872193109447059	0.2515529675795551	1.0
PHA-665752	ENSG00000137962	0.005267026188324143	0.4867759417714016	-0.25141384199636413	1.0
PHA-665752	ENSG00000136856	0.005266797104139691	0.4867624843609388	-0.2516695063800683	1.0
PHA-665752	ENSG00000156136	0.005257318104334318	0.4862056463083127	0.25019102711460234	1.0
PHA-665752	ENSG00000107447	0.0052447548946846	0.4854676282325958	0.2503135222641579	1.0
PHA-665752	ENSG00000143153	0.00522547968762721	0.4843353179696799	-0.24774716765763224	1.0
PHA-665752	ENSG00000184292	0.005204741215328623	0.48311704908411235	-0.24525898335462315	1.0
PHA-665752	ENSG00000147649	0.0051948258898125614	0.4825345793441734	0.24755465247262706	1.0
PHA-665752	ENSG00000196878	0.005174110133027811	0.4813176448675888	-0.2434165599602998	1.0
PHA-665752	ENSG00000128322	0.005162589035815883	0.48064084505037935	0.23810950214501359	1.0
PHA-665752	ENSG00000038382	0.005158583863624328	0.48040556365683884	-0.24762397024911253	1.0
PHA-665752	ENSG00000164251	0.005138648779651762	0.47923448932767504	-0.24406173911211784	1.0
PHA-665752	ENSG00000085733	0.005137797509185251	0.4791844819641807	-0.24532536869916027	1.0
PHA-665752	ENSG00000077420	0.00513634908728632	0.4790993953046024	0.24451759660915692	1.0
PHA-665752	ENSG00000184221	0.005132362979952015	0.478865233864454	0.2445336212252437	1.0
PHA-665752	ENSG00000006327	0.005104334338172812	0.4772187084264811	-0.24316209467189362	1.0
PHA-665752	ENSG00000186174	0.005104161581402288	0.4772085599355378	-0.2436431595741569	1.0
PHA-665752	ENSG00000171791	0.005096269509184661	0.476744944974563	0.24600856342894104	1.0
PHA-665752	ENSG00000197471	0.005084001679117014	0.47602427879194065	0.24038299254873777	1.0
PHA-665752	ENSG00000172466	0.0050630735010166635	0.4747948657549443	0.24237801340354412	1.0
PHA-665752	ENSG00000138119	0.005062117300553101	0.47473869434287735	-0.2415521617269609	1.0
PHA-665752	ENSG00000178177	0.005060713127650199	0.4746562070635381	0.24144145785078958	1.0
PHA-665752	ENSG00000105851	0.005036105040525298	0.4732106200190362	0.23642437902926852	1.0
PHA-665752	ENSG00000106853	0.00503183774130531	0.4729599401333499	-0.24023677609420369	1.0
PHA-665752	ENSG00000178562	0.005023194271267218	0.4724521847664583	0.23617982109972024	1.0
PHA-665752	ENSG00000074527	0.0050191893972776295	0.4722169208906102	-0.2359659298583115	1.0
PHA-665752	ENSG00000135480	0.005015869136523416	0.47202187420102815	-0.23853016074164007	1.0
PHA-665752	ENSG00000168938	0.005000366642826288	0.47111118967962273	-0.23842620874390522	1.0
PHA-665752	ENSG00000100354	0.005000030762216819	0.47109145857841683	0.23811666830626274	1.0
PHA-665752	ENSG00000198752	0.004999178699594703	0.4710414046802254	-0.23943640820873927	1.0
PHA-665752	ENSG00000130755	0.00499810674252441	0.4709784332170143	0.2388567747046118	1.0
PHA-665752	ENSG00000125386	0.004987965454467244	0.47038268944564393	0.2382951193662975	1.0
PHA-665752	ENSG00000143119	0.004973759745574996	0.4695481837553654	0.23508119704658362	1.0
PHA-665752	ENSG00000131724	0.004970895187922279	0.4693799070660811	-0.23022234208988912	1.0
PHA-665752	ENSG00000123329	0.004970245663655142	0.4693417511598177	0.2371444511099557	1.0
PHA-665752	ENSG00000126460	0.004956810264703892	0.4685524968564229	-0.23556207642226284	1.0
PHA-665752	ENSG00000176624	0.004955131571251202	0.46845388303509733	0.23673768833236167	1.0
PHA-665752	ENSG00000157693	0.004954739304532773	0.46843083956636805	0.23659202794813433	1.0
PHA-665752	ENSG00000102755	0.004938013164064776	0.4674482726629622	0.23785699559873902	1.0
PHA-665752	ENSG00000189403	0.004928908125870352	0.4669134027567094	0.236091852810739	1.0
PHA-665752	ENSG00000115020	0.00492072699299171	0.46643280710379714	0.23951065950973952	1.0
PHA-665752	ENSG00000125398	0.0049192815114954954	0.4663478931763802	-0.2347316865532657	1.0
PHA-665752	ENSG00000174579	0.004894678773555865	0.464902620366499	0.23340745008211003	1.0
PHA-665752	ENSG00000109255	0.0048865709747919015	0.464426332681352	-0.22354615825863597	1.0
PHA-665752	ENSG00000078687	0.004883084774525488	0.46422153797650206	0.23276671364466567	1.0
PHA-665752	ENSG00000256053	0.004872274061688607	0.4635864692554143	-0.23292455417695798	1.0
PHA-665752	ENSG00000163320	0.004871980799438971	0.4635692417437202	0.2323064505910287	1.0
PHA-665752	ENSG00000072415	0.0048716390276611395	0.46354916456942774	-0.23077051086153957	1.0
PHA-665752	ENSG00000117525	0.004852730221536708	0.4624383783054757	-0.22734087603031788	1.0
PHA-665752	ENSG00000049618	0.004848410819995043	0.462184637700733	0.23146152676357262	1.0
PHA-665752	ENSG00000198885	0.004843304021382438	0.461884641936097	0.23154271162055598	1.0
PHA-665752	ENSG00000111605	0.004834076405962305	0.46134257130560535	0.22914517408980623	1.0
PHA-665752	ENSG00000114019	0.004827697255091246	0.46096783198485597	-0.22747687095884028	1.0
PHA-665752	ENSG00000124508	0.004815375130051868	0.46024397627728936	0.2278619202157224	1.0
PHA-665752	ENSG00000154930	0.004813608774123198	0.4601402127773674	0.23033598081691534	1.0
PHA-665752	ENSG00000152749	0.004802334312968758	0.45947790144467915	0.22940639790659376	1.0
PHA-665752	ENSG00000118898	0.0048017628672004445	0.4594443322121291	-0.2259776279397016	1.0
PHA-665752	ENSG00000043462	0.004800516126290341	0.45937109317902797	0.22811954549854985	1.0
PHA-665752	ENSG00000171345	0.004795336904722621	0.4590668429721386	-0.2276896853195631	1.0
PHA-665752	ENSG00000198265	0.004789925603343207	0.45874895937849436	0.2293468177615043	1.0
PHA-665752	ENSG00000070778	0.004788235047131154	0.45864964868661723	-0.2288126948439827	1.0
PHA-665752	ENSG00000081923	0.004785564868237052	0.4584927906587573	-0.22879839884271372	1.0
PHA-665752	ENSG00000137764	0.004777321382828131	0.45800853214454645	0.22448358717829991	1.0
PHA-665752	ENSG00000160633	0.004776479015215004	0.4579590477737352	0.2259251027004788	1.0
PHA-665752	ENSG00000136144	0.0047587672954566744	0.45691858361703197	0.22754749596992857	1.0
PHA-665752	ENSG00000136193	0.00475567377510862	0.4567368566540887	-0.2265642698453461	1.0
PHA-665752	ENSG00000176533	0.004752602433049974	0.4565564325412076	0.22653810194468046	1.0
PHA-665752	ENSG00000196754	0.004750926488127208	0.45645798018059325	-0.22640143172959842	1.0
PHA-665752	ENSG00000184363	0.004747847570694455	0.45627711105698815	-0.22625753851917194	1.0
PHA-665752	ENSG00000010295	0.004747275926020632	0.4562435301398554	0.22494607508669853	1.0
PHA-665752	ENSG00000118308	0.004741606740630729	0.4559104973075622	0.22638883107671925	1.0
PHA-665752	ENSG00000106459	0.004733234794909308	0.4554186924707729	0.22412255884752164	1.0
PHA-665752	ENSG00000168421	0.004732122525008062	0.45535335285493567	0.22375953255733194	1.0
PHA-665752	ENSG00000151702	0.0047293036796132145	0.4551877615043132	0.22574428429673823	1.0
PHA-665752	ENSG00000158887	0.0047259111607024385	0.4549884700534681	0.22447440995316625	1.0
PHA-665752	ENSG00000128585	0.004722015541789995	0.4547596243003804	0.22402096181410913	1.0
PHA-665752	ENSG00000156381	0.004713772740719552	0.45427540598721533	-0.22537992664831394	1.0
PHA-665752	ENSG00000024862	0.004709549301625239	0.4540273026378167	0.22398509699273553	1.0
PHA-665752	ENSG00000142627	0.004699621952912101	0.45344412660251066	-0.22539761997160046	1.0
PHA-665752	ENSG00000162627	0.004695100762446305	0.4531785320306974	-0.2254456103265914	1.0
PHA-665752	ENSG00000134516	0.004669939750278169	0.4517004637423254	0.2225518774482203	1.0
PHA-665752	ENSG00000125247	0.004665782498298598	0.451456248514547	0.22292117583184423	1.0
PHA-665752	ENSG00000205208	0.004659431147699489	0.45108314230378954	0.22207128879742996	1.0
PHA-665752	ENSG00000156171	0.004650222193899043	0.4505421679387455	0.22218217408495738	1.0
PHA-665752	ENSG00000167644	0.004647508941694298	0.4503827795955664	-0.22189595551060712	1.0
PHA-665752	ENSG00000163626	0.004635090717356311	0.44965327859341225	0.22183412901675909	1.0
PHA-665752	ENSG00000025796	0.004632619278340992	0.44950809541831666	0.22269107921560855	1.0
PHA-665752	ENSG00000179144	0.0032309242058788613	0.3671663747145141	0.212136404322106	0.0
PHA-665752	ENSG00000206560	0.0024957265768058043	0.32397763914387734	0.16659093064163366	0.0
PHA-665752	ENSG00000071564	0.002401344119935235	0.3184331993754447	0.1825584828231087	0.0
PHA-665752	ENSG00000168036	0.001848749180663225	0.28597134726095785	0.03972372191082702	0.0
PHA-665752	ENSG00000159023	0.00126633389303389	0.2517577170001615	0.1706362848505511	0.0
PHA-665752	ENSG00000169575	0.0011147022020178024	0.24285020594673348	0.2053546742163477	0.0
PHA-665752	ENSG00000159692	0.0010237557215185455	0.23750761051111607	0.12974150057069855	0.0
PHA-665752	ENSG00000135250	0.0010111961285010074	0.23676980489224705	0.18699379635204738	0.0
PHA-665752	ENSG00000167004	0.0010050236339606757	0.23640720547139513	-0.06682201740238722	0.0
PHA-665752	ENSG00000162924	0.000961818082651913	0.23386912175503388	0.05099270184625945	0.0
PHA-665752	ENSG00000130830	0.0009531111410086014	0.23335763778746985	0.11632055427592264	0.0
PHA-665752	ENSG00000114573	0.0008667449563209817	0.22828410903109825	3.909705797405231e-05	0.0
PHA-665752	ENSG00000177885	0.0008255254709059201	0.2258626955423288	0.09320399200333841	0.0
PHA-665752	ENSG00000164924	0.0008073579607323603	0.22479545625613578	0.04587464976225236	0.0
PHA-665752	ENSG00000132911	0.0007920428730577822	0.22389578078703448	-0.11055734832767714	0.0
PHA-665752	ENSG00000010278	0.0007686884009532619	0.22252383659104238	-0.15551184909852597	0.0
PHA-665752	ENSG00000171596	0.0007521870252465482	0.2215544733562241	-0.03399398751332092	0.0
PHA-665752	ENSG00000139192	0.0007074703793825501	0.2189276213133782	0.04068535382481541	0.0
PHA-665752	ENSG00000113520	0.000694719966466215	0.21817860609613066	0.09789233670325319	0.0
PHA-665752	ENSG00000069869	0.0006830774914007518	0.2174946760110677	0.04999254869305016	0.0
PHA-665752	ENSG00000060237	0.0006585036280249552	0.21605109941979886	0.12464700105993304	0.0
PHA-665752	ENSG00000147378	0.0006508862045777482	0.21560361853305307	-0.07035145983414186	0.0
PHA-665752	ENSG00000116039	0.0005824949954761029	0.21158601873615063	-0.0964803947804175	0.0
PHA-665752	ENSG00000175387	0.0005779333006320102	0.21131804475937943	0.1393513005517272	0.0
PHA-665752	ENSG00000136931	0.0005607145367787876	0.21030653899616353	0.03889865689153574	0.0
PHA-665752	ENSG00000072818	0.0005531473696890934	0.20986201038843708	0.173105365160233	0.0
PHA-665752	ENSG00000034971	0.0005321409078737138	0.20862799862242667	0.037301430092104425	0.0
PHA-665752	ENSG00000108953	0.0005300190927428823	0.20850335388883198	-0.015342280668972468	0.0
PHA-665752	ENSG00000163347	0.000518557897184571	0.2078300729576688	-0.18442968283288885	0.0
PHA-665752	ENSG00000116030	0.0005158364425737809	0.2076702027691576	0.1362683952345827	0.0
