Response	Gene ENSEMBL ID	quantitative sorting score	visualization score	baseline score	Percent appearing in restart set
TKI258	ENSG00000070019	0.008139930045179355	1.0	-0.17079919594994472	1.0
TKI258	ENSG00000196083	0.0067718133202076015	0.9001756243055669	0.19529738594652385	1.0
TKI258	ENSG00000106415	0.006502307821679898	0.8805112070481136	-0.19343294792401122	1.0
TKI258	ENSG00000145555	0.0062972075073974764	0.8655461017655965	0.18799802571695282	1.0
TKI258	ENSG00000102265	0.006209211600177726	0.8591254971917739	0.1759347218889825	1.0
TKI258	ENSG00000181104	0.006140748987977231	0.8541301357605585	0.16563403013387157	1.0
TKI258	ENSG00000160593	0.006139089421644005	0.8540090458198291	-0.17644609634691513	1.0
TKI258	ENSG00000198053	0.0061135261497549075	0.8521438265659026	0.17098674478828782	1.0
TKI258	ENSG00000101000	0.005961929957712801	0.8410826393499001	0.1706258737195531	1.0
TKI258	ENSG00000075643	0.0058977073240933904	0.8363966471465358	0.17528149420894484	1.0
TKI258	ENSG00000164294	0.0057280281201426255	0.8240160364182639	0.17074001572461567	1.0
TKI258	ENSG00000018408	0.005702756342319842	0.8221720859732463	0.16969192824968632	1.0
TKI258	ENSG00000130643	0.005635588981982707	0.8172712323470062	-0.16403202776412723	1.0
TKI258	ENSG00000173218	0.005570328830523107	0.8125095378524716	0.16580559387318036	1.0
TKI258	ENSG00000124313	0.005552076772040579	0.8111777798892069	0.16564601735820111	1.0
TKI258	ENSG00000138764	0.005523104497944416	0.8090638234399448	-0.16497205730035536	1.0
TKI258	ENSG00000115165	0.0055103729221359105	0.8081348664412525	-0.16358865752578536	1.0
TKI258	ENSG00000119509	0.005423804719603851	0.8018184340674502	0.16205785410513635	1.0
TKI258	ENSG00000115596	0.00538993178149973	0.7993469016042754	-0.15968872761133493	1.0
TKI258	ENSG00000101955	0.0053161871637006485	0.7939661396427768	0.15748741814491182	1.0
TKI258	ENSG00000148834	0.005287491380290091	0.791872357283614	0.15763491235898952	1.0
TKI258	ENSG00000185963	0.005284235880641361	0.791634820373147	0.1568826418624522	1.0
TKI258	ENSG00000164733	0.005253491929710153	0.7893915938617897	0.14666911127954116	1.0
TKI258	ENSG00000196611	0.005213701099106057	0.7864882635019487	0.14101859442638087	1.0
TKI258	ENSG00000135205	0.005205813259515799	0.7859127287918589	-0.15492183748563024	1.0
TKI258	ENSG00000164299	0.005199545528634889	0.7854554050045042	-0.15441168711128353	1.0
TKI258	ENSG00000087842	0.005184000097452209	0.7843211355855378	0.15412418652317222	1.0
