Response	Gene ENSEMBL ID	quantitative sorting score	visualization score	baseline score	Percent appearing in restart set
Lapatinib	ENSG00000150991	0.0090625905005834	1.0	0.03622615205491095	0.0
Lapatinib	ENSG00000115602	0.006657866616238266	0.7696246579111257	0.17256040383154692	1.0
Lapatinib	ENSG00000185838	0.0062249867104278815	0.7281542599857421	0.16551410060862495	1.0
Lapatinib	ENSG00000125304	0.006032219048106416	0.7096868939650175	-0.15966445445296454	1.0
Lapatinib	ENSG00000173614	0.005760051520661338	0.6836129286133914	0.15235780654246955	1.0
Lapatinib	ENSG00000154305	0.00571733436989826	0.6795205759386533	-0.15155139271595575	1.0
Lapatinib	ENSG00000171729	0.0057152234753632385	0.6793183497896202	0.15142792928285098	1.0
Lapatinib	ENSG00000064199	0.005712378420584623	0.6790457902362544	0.14725173904962865	1.0
Lapatinib	ENSG00000175756	0.005653883539265513	0.6734419126426288	0.14942210566324585	1.0
Lapatinib	ENSG00000186326	0.0056182637904633155	0.6700294993219782	0.14713180428585051	1.0
Lapatinib	ENSG00000101327	0.0056063608110629125	0.6688891800657442	0.14820796996070768	1.0
Lapatinib	ENSG00000081665	0.005556786290886845	0.6641398834338926	-0.14784722679617449	1.0
Lapatinib	ENSG00000171428	0.005509180410302884	0.6595791847622617	0.143914114753269	1.0
Lapatinib	ENSG00000217555	0.0054939321612272425	0.6581183847843823	0.1459588732056455	1.0
Lapatinib	ENSG00000106244	0.005491683484953574	0.6579029589847027	0.1447743791081546	1.0
Lapatinib	ENSG00000164897	0.005472062063870652	0.656023204047483	0.1442078458822699	1.0
Lapatinib	ENSG00000155974	0.005447670003835064	0.6536864163557514	-0.14178380082631453	1.0
Lapatinib	ENSG00000169972	0.00536624458048353	0.6458857661931863	0.14132865676056566	1.0
Lapatinib	ENSG00000102030	0.005362365644233139	0.6455141595935919	0.12792886802161307	1.0
Lapatinib	ENSG00000124678	0.005355150652774914	0.6448229550290356	0.14220793082744182	1.0
Lapatinib	ENSG00000084093	0.005325974609307119	0.6420278561661474	0.14183696560796552	1.0
Lapatinib	ENSG00000117862	0.005305860611726428	0.6401009118281332	0.14063895566575177	1.0
Lapatinib	ENSG00000113845	0.005285694334928609	0.6381689590803766	0.1400976752820505	1.0
Lapatinib	ENSG00000133019	0.005268460248901013	0.6365179136152221	-0.13932289175769816	1.0
Lapatinib	ENSG00000160049	0.005258618273757917	0.6355750409614505	0.13831685658904624	1.0
