Response	Gene ENSEMBL ID	quantitative sorting score	visualization score	baseline score	Percent appearing in restart set
Nilotinib	ENSG00000150991	0.011896636997727982	1.0	0.07764812898694927	0.0
Nilotinib	ENSG00000101349	0.007082858835019957	0.6317453819316253	-0.1404019006476208	1.0
Nilotinib	ENSG00000021461	0.0062605473618912895	0.5688384536863306	-0.1872436672977719	1.0
Nilotinib	ENSG00000071051	0.006189820093724613	0.5634278090231609	0.18418242582304134	1.0
Nilotinib	ENSG00000153250	0.005820857141473647	0.5352020980597534	0.17367478391565666	1.0
Nilotinib	ENSG00000111961	0.005736241328519675	0.5287289780220862	0.17154376523238268	1.0
Nilotinib	ENSG00000126777	0.005712268456229432	0.5268950503605176	-0.17061866692122263	1.0
Nilotinib	ENSG00000166025	0.005689945394278632	0.5251873333916526	0.1698514911765622	1.0
Nilotinib	ENSG00000124098	0.005656486925174106	0.5226277564139075	0.16934738002961483	1.0
Nilotinib	ENSG00000156453	0.005644305142635853	0.5216958485601619	0.16876214101996898	1.0
Nilotinib	ENSG00000214063	0.005611372429926063	0.5191764920109028	0.16581790974364966	1.0
Nilotinib	ENSG00000065371	0.005594339241967215	0.5178734510492594	0.1605074690485055	1.0
Nilotinib	ENSG00000158089	0.005526182092082238	0.5126594207489098	0.1631821881425936	1.0
Nilotinib	ENSG00000132694	0.005494888845812157	0.5102654835827597	0.16452494912266566	1.0
Nilotinib	ENSG00000035862	0.005483426050384281	0.5093885783308747	0.16234715864998078	1.0
Nilotinib	ENSG00000154222	0.005478175968323603	0.508986946411261	0.16115000104213886	1.0
Nilotinib	ENSG00000099917	0.005437742427779186	0.5058937756154634	0.162618907295189	1.0
Nilotinib	ENSG00000160307	0.005359418706047228	0.49990200132566737	0.15956923108647475	1.0
Nilotinib	ENSG00000167701	0.005350889539479134	0.49924951904027515	-0.1600055545432849	1.0
Nilotinib	ENSG00000162909	0.005304460166467635	0.4956976663275849	0.15914374151133195	1.0
Nilotinib	ENSG00000088812	0.005303692494424294	0.4956389393223995	0.15873096131974226	1.0
Nilotinib	ENSG00000116830	0.005290787030127211	0.49465166972561286	-0.1584403841673221	1.0
Nilotinib	ENSG00000100433	0.0052826453036315685	0.4940288266531387	-0.15764184250057448	1.0
Nilotinib	ENSG00000130821	0.005248427426766837	0.49141115488887865	0.15551192518899323	1.0
Nilotinib	ENSG00000128512	0.005245744406000377	0.4912059034721689	0.15697931407954965	1.0
Nilotinib	ENSG00000100106	0.005244500251614567	0.49111072550952123	0.1569249899946671	1.0
Nilotinib	ENSG00000213402	0.005228326835336141	0.4898734571865617	-0.15655312509879107	1.0
Nilotinib	ENSG00000071859	0.005223708576741885	0.4895201598393878	0.1562854940149326	1.0
Nilotinib	ENSG00000135916	0.00520605778125803	0.4881698718265614	0.1556844333722814	1.0
Nilotinib	ENSG00000140859	0.0052025574008263	0.48790209229551307	0.15642869678692115	1.0
Nilotinib	ENSG00000144118	0.005190726915334141	0.48699705870874976	0.15577104679523882	1.0
Nilotinib	ENSG00000185634	0.005156629147659313	0.48438857531220414	0.15437756186329382	1.0
Nilotinib	ENSG00000132975	0.005145045010029704	0.4835023873670489	-0.15409994788861192	1.0
Nilotinib	ENSG00000152284	0.005133270435969278	0.48260163101164993	0.1542014573372332	1.0
Nilotinib	ENSG00000187098	0.005120138694502379	0.48159705118370355	0.15264333215770837	1.0
Nilotinib	ENSG00000111875	0.005118204412345356	0.4814490783621703	-0.15366303274404794	1.0
Nilotinib	ENSG00000125848	0.005113455248588234	0.4810857667540302	0.15351320859517714	1.0
Nilotinib	ENSG00000075420	0.0051092164861214935	0.48076150090701536	0.1529451720339085	1.0
Nilotinib	ENSG00000156219	0.005102512747726192	0.4802486641000522	0.1524851880044112	1.0
Nilotinib	ENSG00000101282	0.005100107278745766	0.48006464542891264	0.15280779062501637	1.0
Nilotinib	ENSG00000159346	0.005090966111804335	0.4793653450401257	0.15217969462393124	1.0
Nilotinib	ENSG00000135903	0.005086518814893951	0.47902512628267285	0.15031793667209117	1.0
Nilotinib	ENSG00000119655	0.005071415301878117	0.4778697056901278	0.14981514362367976	1.0
Nilotinib	ENSG00000134508	0.005043768318224396	0.47575470805998854	0.15039851095485435	1.0
Nilotinib	ENSG00000168758	0.005031473925304634	0.47481418549828774	0.1503081478305335	1.0
Nilotinib	ENSG00000064652	0.005011236372837574	0.4732660102599416	0.15002663652045464	1.0
Nilotinib	ENSG00000108828	0.0049872016758451335	0.471427353001095	0.14897734691113504	1.0
Nilotinib	ENSG00000206559	0.004981424978503516	0.47098543494809586	0.14924975669975823	1.0
Nilotinib	ENSG00000106397	0.004973624659044175	0.4703887095556455	0.14783202562376055	1.0
Nilotinib	ENSG00000124145	0.004944762297281005	0.46818073535151883	0.14763365680327936	1.0
Nilotinib	ENSG00000128283	0.004938312941215387	0.46768735882388196	0.14749882745618037	1.0
Nilotinib	ENSG00000085449	0.004933880798958391	0.46734829939926636	0.14817286409062919	1.0
Nilotinib	ENSG00000152954	0.0049334614448790235	0.46731621876091683	-0.14248935361132165	1.0
Nilotinib	ENSG00000149639	0.004854678021914077	0.46128927727058555	0.1451728847647595	1.0
Nilotinib	ENSG00000185842	0.004852422335456572	0.4611167169807646	0.1454093523668907	1.0
Nilotinib	ENSG00000172927	0.0048522111213337	0.461100559074538	0.1454030642532482	1.0
Nilotinib	ENSG00000162739	0.004841905153313963	0.4603121512608306	-0.14487714824986148	1.0
Nilotinib	ENSG00000147853	0.0048310261524161955	0.4594799063618843	-0.14439367989525984	1.0
Nilotinib	ENSG00000064655	0.004826470995801517	0.459131436323864	0.14347874662143711	1.0
Nilotinib	ENSG00000143514	0.004807661592163615	0.4576925146455803	0.1437349565916994	1.0
Nilotinib	ENSG00000164889	0.004792337980092562	0.4565202564483975	0.14327076944507255	1.0
Nilotinib	ENSG00000066651	0.004780792867729641	0.4556370539409159	-0.1429059958585826	1.0
Nilotinib	ENSG00000185614	0.004778259844161766	0.45544327732823936	-0.14278795754586285	1.0
Nilotinib	ENSG00000189241	0.004768013949219983	0.45465946511234107	-0.1430604953913655	1.0
Nilotinib	ENSG00000119711	0.00474956005122168	0.45324773965895726	-0.1415827213437699	1.0
Nilotinib	ENSG00000167981	0.004747236915759116	0.4530700195120019	-0.14190367658249292	1.0
Nilotinib	ENSG00000153551	0.004744334851211305	0.4528480112192344	0.1421914501971578	1.0
Nilotinib	ENSG00000144366	0.004728244655913414	0.45161710931146204	0.14083692503910086	1.0
Nilotinib	ENSG00000137216	0.004727676773606465	0.45157366624554063	0.14170690987723958	1.0
Nilotinib	ENSG00000105855	0.004709014529951184	0.4501460023239219	0.1405268587032313	1.0
Nilotinib	ENSG00000196268	0.004682153706617872	0.4480911460544244	-0.1401290306182195	1.0
Nilotinib	ENSG00000130725	0.004677437233284766	0.4477303352677188	0.13992893727446853	1.0
Nilotinib	ENSG00000100097	0.004674247431629684	0.4474863150510611	0.13773080421236292	1.0
Nilotinib	ENSG00000132394	0.004664119266613976	0.4467115091889034	-0.1346789969994191	1.0
Nilotinib	ENSG00000154493	0.004662508681706328	0.44658829924652854	0.13975490265155663	1.0
Nilotinib	ENSG00000139722	0.004661223979419302	0.4464900193644797	0.13855729596277566	1.0
Nilotinib	ENSG00000112234	0.004650006795767265	0.44563190344347936	-0.13947970377454655	1.0
Nilotinib	ENSG00000196693	0.004649635956724755	0.4456035342113817	-0.13920999005060983	1.0
Nilotinib	ENSG00000177556	0.004648238743122925	0.4454966471999926	0.1379481220352892	1.0
Nilotinib	ENSG00000124194	0.0046448016016982195	0.4452337054607144	-0.13912752057441727	1.0
Nilotinib	ENSG00000135404	0.004628781809099758	0.4440081893680571	0.13689387670240935	1.0
Nilotinib	ENSG00000115592	0.004619612582807746	0.44330674243551965	-0.13915125678804446	1.0
Nilotinib	ENSG00000072682	0.004619244367935013	0.44327857395273085	0.13755995359471404	1.0
Nilotinib	ENSG00000111877	0.004595267177333063	0.44144431593978856	-0.13784943001204059	1.0
Nilotinib	ENSG00000111249	0.004592156982327895	0.4412063856415835	-0.13785033953018505	1.0
Nilotinib	ENSG00000164111	0.004590848290616824	0.44110627056566176	0.1371703407717562	1.0
Nilotinib	ENSG00000148175	0.004588975354611231	0.4409629907322143	0.13781325621222898	1.0
Nilotinib	ENSG00000135486	0.004584137625199887	0.4405929038406965	-0.13607701109992132	1.0
Nilotinib	ENSG00000164038	0.004579823806126359	0.44026289615408454	-0.13652896148468247	1.0
Nilotinib	ENSG00000104812	0.004575666201660531	0.43994483890406344	0.13700425782648826	1.0
Nilotinib	ENSG00000203950	0.0045720755697100405	0.4396701551207941	0.13681270650239877	1.0
Nilotinib	ENSG00000074219	0.004567280822092114	0.4393033563417285	0.13755218141714645	1.0
Nilotinib	ENSG00000077080	0.004566184605364976	0.43921949562805884	-0.1374732464085046	1.0
Nilotinib	ENSG00000171450	0.004554855633009392	0.43835282785756774	-0.13638399709919513	1.0
Nilotinib	ENSG00000183255	0.004543602806072079	0.43749198522088534	0.1352267774036134	1.0
Nilotinib	ENSG00000064601	0.004534697730674255	0.4368107458640532	0.13623956131613538	1.0
Nilotinib	ENSG00000103056	0.0045211673915768165	0.43577567326863065	-0.13546773581238145	1.0
Nilotinib	ENSG00000109339	0.0045119195333313674	0.43506821098204024	-0.13613417853795545	1.0
Nilotinib	ENSG00000166068	0.004506560119539553	0.4346582151716258	0.13503374838720064	1.0
Nilotinib	ENSG00000143167	0.0045063495087491025	0.4346421034204031	-0.13497005584629868	1.0
Nilotinib	ENSG00000137040	0.004505499654675814	0.4345770894798777	-0.1355733710503217	1.0
Nilotinib	ENSG00000171195	0.0026936750463020286	0.29597228539222414	0.10598905607401551	0.0
Nilotinib	ENSG00000111679	0.002295821832730829	0.26553646590516317	-0.08844693659342122	0.0
Nilotinib	ENSG00000068903	0.0022830334457151864	0.26455815273472266	-0.011808013571883201	0.0
Nilotinib	ENSG00000128513	0.002069943211008439	0.24825672372331828	-0.03410847347094684	0.0
Nilotinib	ENSG00000163932	0.0020501879477699426	0.24674544366993081	0.07757197771686099	0.0
Nilotinib	ENSG00000124523	0.0017131993009862217	0.22096577098453532	-0.08809796439176677	0.0
Nilotinib	ENSG00000164266	0.001572620489228372	0.21021147469530416	-0.046267527162445365	0.0
Nilotinib	ENSG00000167397	0.0010913226425764673	0.17339213057409092	0.061096433644732676	0.0
Nilotinib	ENSG00000074266	0.001090074364635586	0.17329663715897606	-0.035896814858709485	0.0
Nilotinib	ENSG00000113712	0.001055216117964998	0.1706299770262646	0.12458287007610508	0.0
Nilotinib	ENSG00000204628	0.0010158923106283755	0.1676217009565597	-0.022078030387234958	0.0
Nilotinib	ENSG00000172531	0.0009849383468686604	0.16525371894393961	0.012986353320133433	0.0
Nilotinib	ENSG00000147378	0.0009726067024089847	0.16431034663488037	-0.11251872361345652	0.0
Nilotinib	ENSG00000213923	0.000840357989982201	0.15419330396306716	0.09606463168109829	0.0
Nilotinib	ENSG00000182866	0.0007176096307202518	0.14480303947005205	-0.11303527332006565	0.0
Nilotinib	ENSG00000005884	0.0006874202221630938	0.14249354602391615	0.08507020884199554	0.0
Nilotinib	ENSG00000170017	0.0006536199740170769	0.13990782290770473	0.00675398414976328	0.0
Nilotinib	ENSG00000164885	0.0006454694542449344	0.13928430714850312	0.09087634134104877	0.0
Nilotinib	ENSG00000010278	0.0005913756246320211	0.13514612256860697	0.1170756406841997	0.0
Nilotinib	ENSG00000091409	0.0005774213424586079	0.13407861827603323	0.10784586059253592	0.0
Nilotinib	ENSG00000164611	0.0005640626743974153	0.13305667853587513	0.05286913674129547	0.0
Nilotinib	ENSG00000173334	0.0005393982630313572	0.1311698480504463	0.08095300627007117	0.0
Nilotinib	ENSG00000065054	0.0005322472914140152	0.13062279784731007	-0.05099376514368746	0.0
Nilotinib	ENSG00000213965	0.0005241002816303396	0.12999955060265536	0.032055989885897314	0.0
Nilotinib	ENSG00000152214	0.0005174910826939309	0.12949394607585768	-0.0023780721398576356	0.0
Nilotinib	ENSG00000064199	0.00048750661681680647	0.1272001307698044	0.04956972312631984	0.0
Nilotinib	ENSG00000049759	0.00047500752086191474	0.12624394840088543	0.095649926819495	0.0
Nilotinib	ENSG00000126107	0.00047394777033460465	0.12616287735596157	0.045748699226263095	0.0
Nilotinib	ENSG00000071539	0.00047162935539391487	0.1259855183295067	0.013570684999829403	0.0
Nilotinib	ENSG00000167005	0.00045731709037779607	0.12489062830569238	-0.08902057357090178	0.0
Nilotinib	ENSG00000149743	0.00045093701796363253	0.12440255198586365	-0.07059280384685941	0.0
Nilotinib	ENSG00000070831	0.0004359997847406364	0.1232598518178031	-0.0369017215351892	0.0
Nilotinib	ENSG00000078900	0.0004243389428134711	0.12236779598450558	-0.06288575577179183	0.0
Nilotinib	ENSG00000107140	0.0004111054319882792	0.12135543078820554	0.011044408105986952	0.0
Nilotinib	ENSG00000166851	0.00040408096753351047	0.12081805839847527	-0.0006762840098306232	0.0
Nilotinib	ENSG00000137076	0.0003905616089548372	0.1197838258140809	-0.005687724467244373	0.0
Nilotinib	ENSG00000118579	0.00039054084564306044	0.11978223741819109	-0.036310550148173484	0.0
Nilotinib	ENSG00000172164	0.00039025700363332604	0.11976052346973864	0.03703588620528151	0.0
Nilotinib	ENSG00000147601	0.00038562870154977964	0.11940645779440587	0.05819157627592335	0.0
Nilotinib	ENSG00000135018	0.0003805165900893986	0.11901538064258578	-0.029662467741096783	0.0
Nilotinib	ENSG00000196236	0.00037191216967798907	0.11835714142897798	-0.0049756205131455495	0.0
Nilotinib	ENSG00000073282	0.0003686234764788206	0.11810555599710536	-0.07594309471415056	0.0
Nilotinib	ENSG00000186318	0.00036630417716029503	0.11792812931563788	0.00242703430675941	0.0
Nilotinib	ENSG00000114316	0.00035875223833260566	0.11735040507188046	-0.027419052858169785	0.0
Nilotinib	ENSG00000114125	0.00035431513881598487	0.11701096641629745	-0.025609434929650208	0.0
Nilotinib	ENSG00000157500	0.00035286941965725145	0.11690036872387406	-0.07927458496002389	0.0
Nilotinib	ENSG00000145349	0.00035113415304406724	0.1167676206157798	0.017700864122978204	0.0
Nilotinib	ENSG00000152455	0.00034625748927873237	0.11639455524142092	-0.0692841955920394	0.0
Nilotinib	ENSG00000175213	0.00034606960253949894	0.11638018188289509	-0.0035767128710282965	0.0
Nilotinib	ENSG00000169764	0.0003453554306219392	0.11632554764387394	0.06419697909745635	0.0
Nilotinib	ENSG00000183826	0.00034429593537526324	0.11624449612794982	0.06179746190932485	0.0
Nilotinib	ENSG00000213341	0.00032939423422425316	0.115104514167741	-0.03512053431274146	0.0
Nilotinib	ENSG00000135341	0.0003256731023613404	0.11481984712521404	-0.029255879523722453	0.0
Nilotinib	ENSG00000104365	0.0003227606821171983	0.11459704662041101	0.005816958676383814	0.0
Nilotinib	ENSG00000111254	0.0003131388122225964	0.11386097239692687	0.032857183582690595	0.0
Nilotinib	ENSG00000135363	0.0003073408700092309	0.11341742910864115	-0.05832482132170054	0.0
Nilotinib	ENSG00000136449	0.0003060841434897967	0.11332128937623391	-0.008904903397575097	0.0
Nilotinib	ENSG00000126016	0.00030571377994647166	0.11329295651988208	-0.0011692450735396583	0.0
Nilotinib	ENSG00000123159	0.00030297618528506837	0.11308353019353595	0.10815221479696586	0.0
Nilotinib	ENSG00000185800	0.00030052519793099836	0.11289602936124674	0.04155789537528585	0.0
Nilotinib	ENSG00000088930	0.0002999255414302399	0.11285015556561365	-0.023310477485663474	0.0
Nilotinib	ENSG00000117598	0.0002990749344067926	0.11278508402430903	0.03519639512872098	0.0
Nilotinib	ENSG00000117682	0.0002817248057310382	0.11145779705906744	0.0817441284416969	0.0
Nilotinib	ENSG00000164924	0.0002796397519946495	0.11129829019327661	0.07790140378928959	0.0
Nilotinib	ENSG00000118507	0.00027771715919793703	0.11115121160923648	0.015372090789546709	0.0
Nilotinib	ENSG00000018408	0.0002775120773982981	0.11113552282648705	0.13423274763412765	0.0
Nilotinib	ENSG00000123384	0.0002724486227966249	0.11074816793030777	0.027859109301540196	0.0
Nilotinib	ENSG00000150636	0.00026952529930990423	0.11052453332611425	-0.0758595430085226	0.0
Nilotinib	ENSG00000158106	0.00026794297354757265	0.11040348521181159	-0.013601517388802225	0.0
Nilotinib	ENSG00000137693	0.000267893983269547	0.11039973744955218	0.09243605522247617	0.0
Nilotinib	ENSG00000102755	0.00026028178198656557	0.10981740312059611	0.0726103928361846	0.0
Nilotinib	ENSG00000173113	0.000258369328030297	0.10967110015908971	-0.058969767715162255	0.0
Nilotinib	ENSG00000140564	0.00025835600999379643	0.1096700813276689	0.058506706841682354	0.0
Nilotinib	ENSG00000121022	0.00025649307183300574	0.10952756633057127	0.0017286280811034402	0.0
Nilotinib	ENSG00000139626	0.0002558601611686142	0.109479148587354	-0.0491650435953097	0.0
Nilotinib	ENSG00000123191	0.00025496274741708673	0.10941049632562783	-0.02532587688032046	0.0
Nilotinib	ENSG00000165240	0.0002546444239106115	0.10938614453845837	0.016716601102995426	0.0
Nilotinib	ENSG00000196116	0.000253460635298023	0.10929558456484353	0.061355590264678156	0.0
Nilotinib	ENSG00000084234	0.00025273733729450564	0.10924025217913072	0.0564464312147438	0.0
Nilotinib	ENSG00000185624	0.00024684860169553967	0.1087897631857445	0.12662227282968344	0.0
Nilotinib	ENSG00000099365	0.00024235442272063336	0.10844595794462306	-0.05163604638483161	0.0
Nilotinib	ENSG00000138442	0.00024055778369193567	0.1083085148392375	-0.013004833144975005	0.0
Nilotinib	ENSG00000162852	0.00023939770497031755	0.1082197686751811	-0.024860600731111245	0.0
Nilotinib	ENSG00000013297	0.0002386378591614703	0.10816164037789154	0.06396137322986026	0.0
Nilotinib	ENSG00000105173	0.00023813447934025402	0.108123131760016	0.039411444254108904	0.0
Nilotinib	ENSG00000100412	0.00023755391056377487	0.10807871817762431	0.0008682235418921419	0.0
Nilotinib	ENSG00000111450	0.00023559222115213037	0.10792864869776123	0.01708261599397944	0.0
Nilotinib	ENSG00000134769	0.00023071447686437302	0.10755550066330488	0.01333294912022193	0.0
Nilotinib	ENSG00000138101	0.00022075250983142778	0.10679340896715095	0.01906890000639307	0.0
Nilotinib	ENSG00000185875	0.00021907865321117752	0.10666535873102526	-0.10097599909984147	0.0
Nilotinib	ENSG00000133101	0.00021889686818060016	0.1066514521539577	0.014293528021202519	0.0
Nilotinib	ENSG00000004660	0.00021712957587472143	0.10651625407645625	-0.06512458164125144	0.0
Nilotinib	ENSG00000130119	0.00021425516904025123	0.10629636160214134	-0.04719627098706406	0.0
Nilotinib	ENSG00000198382	0.00021393451849742836	0.10627183179640676	-0.04019133697950417	0.0
Nilotinib	ENSG00000126785	0.000213679514925786	0.10625232399199468	0.11934655508509749	0.0
Nilotinib	ENSG00000119729	0.0002132708428094447	0.10622106052512277	0.05915473814992901	0.0
Nilotinib	ENSG00000087245	0.0002070983552298805	0.10574886447052405	0.0341649555866315	0.0
Nilotinib	ENSG00000138685	0.00020649410287458864	0.1057026390914572	0.04296568689836399	0.0
Nilotinib	ENSG00000077943	0.00020640800640038976	0.10569605270065324	0.0724464448556888	0.0
