	PCC
ENSG00000170373	0.4620974343736138
ENSG00000155265	0.3765828649933231
ENSG00000171431	0.35162992586562847
ENSG00000170369	0.3446847209891054
ENSG00000015413	0.3427189652594058
ENSG00000187474	0.33231273005662015
ENSG00000263243	0.3280089331371575
ENSG00000170293	0.3215794640003771
ENSG00000139173	0.31076654186212666
ENSG00000101441	0.30009347320422736
ENSG00000154856	0.2993250048989578
ENSG00000114113	0.2989613957705357
ENSG00000100593	0.2961102638902837
ENSG00000091947	0.2956235214030796
ENSG00000243543	0.2948156030817456
ENSG00000134324	0.29347808316357726
ENSG00000216740	0.2926566424210667
ENSG00000198961	0.28438710897544744
ENSG00000062650	0.28147163063118397
ENSG00000027001	0.2808015754435107
C10orf26	0.28068702580647525
ENSG00000134440	0.2805355497768929
ENSG00000166747	0.2798259734384061
ENSG00000106436	0.2784387365722823
ENSG00000119927	0.27633305329201513
LOC400456	0.2758479297800344
ENSG00000164684	0.27582526315158684
ENSG00000035403	0.2744637366599088
ENSG00000144744	0.2742041673038895
ENSG00000047188	0.2729466065801858
ENSG00000132541	0.2728040544489192
ENSG00000006047	0.27192213151023015
ENSG00000164830	0.26989146190446267
ENSG00000102181	0.26741828297602344
ENSG00000101695	0.2656884640658888
ENSG00000102931	0.2645334072197199
ENSG00000177731	0.2643541290421696
ENSG00000078967	0.26416514659286605
ENSG00000113441	0.2634821648878624
ENSG00000254726	0.2634726476116297
ENSG00000164822	0.2618410163441935
ENSG00000154114	0.26157391037872707
ENSG00000144451	0.2614602432853854
ENSG00000159079	0.26067695130448226
ENSG00000165828	0.2596540681236955
ENSG00000138074	0.2587072315871777
ENSG00000156313	0.25849149117227327
ENSG00000157450	0.25846596369106234
ENSG00000150893	0.2568385496170989
ENSG00000134910	0.25614292790428084
ENSG00000172340	0.25587134421308194
ENSG00000127995	0.2555355741702062
ENSG00000160703	0.25464553743826396
ENSG00000083635	0.25446180415461533
ENSG00000102924	0.2541588862171425
LRG_512	0.2540030021179239
ENSG00000164934	0.2534484742852742
ENSG00000162779	0.25255252060356687
ENSG00000032742	0.25194545474839614
ENSG00000083844	0.2512307989471891
ENSG00000089048	0.2506656237076582
ENSG00000164543	0.2504073154315855
ENSG00000100373	0.24993543623111916
ENSG00000113282	0.24957386229204728
ENSG00000174460	0.24928451152646383
ENSG00000132963	0.24908424616421224
ENSG00000198874	0.249059823354846
ENSG00000097033	0.2479804474725311
ENSG00000274267	0.24788773671261796
ENSG00000115828	0.2475946333568648
ENSG00000113621	0.24727900307852088
ENSG00000158639	0.24699001045146854
ENSG00000120688	0.24681611752452254
ENSG00000165527	0.24608104813824114
ENSG00000176148	0.24584734383143497
ENSG00000164941	0.24540717983512714
LOC100506373	0.2449920776041228
ENSG00000125877	0.2447143298171609
ENSG00000275714	0.2446753000871028
ENSG00000145780	0.24354479077076877
ENSG00000166265	0.24340599111508116
ENSG00000244355	0.24312027539334358
ENSG00000173418	0.24277340188897475
RP1-177G6.2	0.24194956303445833
ENSG00000140107	0.24178790108753342
ENSG00000149050	0.2417855937313895
ENSG00000163618	0.24173099661246367
ENSG00000134982	0.24173008757072945
LOC100505634	0.24169596659342335
ENSG00000162891	0.24165314300369067
ENSG00000124383	0.24084034488286438
ENSG00000198301	0.2407952328128565
ENSG00000185404	0.24078075340477292
PRAC	0.24069676207183224
ENSG00000278466	0.24034803964716328
ENSG00000183579	0.24013366266317124
ENSG00000072364	0.24005858124271956
ENSG00000163029	0.2399398210469179
ENSG00000158092	0.23990654020593813
ENSG00000228859	0.23833169167323237
ENSG00000134716	0.23827847941923042
ENSG00000006576	0.23812544698933724
ENSG00000010270	0.23713572389328727
ENSG00000091542	0.2371206910346793
ENSG00000182747	0.23691262345337358
ENSG00000138606	0.23686091329443026
ENSG00000160214	0.23619388399994776
ENSG00000115252	0.23616700079507708
ENSG00000129636	0.23607063643755524
LOC646168	0.23565260130301066
KIAA0564	0.23520282035012893
ENSG00000043355	0.23446670598010796
LOC641365	0.23438840191748067
ENSG00000169621	0.23409656092792977
ENSG00000164265	0.23354788216519343
LOC284751	0.23345522381185863
ENSG00000078579	0.23328651598902883
ENSG00000164442	0.23306590933667967
ENSG00000148459	0.23298267797687633
C10orf112	0.2329135971377712
ENSG00000164023	0.23257951479805306
LOC201477	0.23251794675612583
ENSG00000154723	0.23230153032938747
LOC401074	0.23170572739568002
ENSG00000154743	0.23158807085555494
ENSG00000164932	0.23131522050535008
ENSG00000069018	0.2311615569486529
ENSG00000163611	0.2311443963171367
FAM59A	0.23095887881899493
ENSG00000183421	0.23017522376144975
ENSG00000089177	0.22902234014141484
ENSG00000185272	0.22891316770211007
ENSG00000205339	0.22875297230591068
ENSG00000153066	0.22873303112036966
KIAA1009	0.2286087202195982
ENSG00000187840	0.22828429876158451
ENSG00000112394	0.22806931537342665
ENSG00000152520	0.22780437846399287
ENSG00000132386	0.2275451930773532
ENSG00000173598	0.22730427615478033
ENSG00000102738	0.22728542776906527
ENSG00000101407	0.22720120718788966
ENSG00000213398	0.22652848254752964
ENSG00000277276	0.2264807642882882
LOC100652768	0.2264189029101782
LRG_534	0.2262095761985371
ENSG00000083544	0.2259078268673108
ENSG00000167100	0.22563954083329793
ENSG00000203783	0.22553100843666182
ENSG00000183734	0.22538821770267817
ENSG00000114541	0.2251532219149106
ENSG00000112787	0.22472273128567388
ABP1	0.22436691299805905
ENSG00000155833	0.22404088662110172
ENSG00000073169	0.2236685625870211
ENSG00000204950	0.22361694699365725
ENSG00000135111	0.2236016430596566
ENSG00000123143	0.22313469378659354
ENSG00000138698	0.2231206321297539
ENSG00000109458	0.22301144956708868
ENSG00000151422	0.2228651026385487
ENSG00000128487	0.22230270262629342
ENSG00000152413	0.22210370956835618
ENSG00000037749	0.2220651459648863
ENSG00000108576	0.2213704302880174
ENSG00000140057	0.22112853695854517
ENSG00000144852	0.22077610253317215
ENSG00000125657	0.220686139527605
ENSG00000115263	0.22064053530931788
ENSG00000170365	0.2200770301937426
ENSG00000139746	0.21945300629166087
ENSG00000147202	0.2194418819824047
ENSG00000186115	0.21933554756889806
ENSG00000113578	0.21927929299714943
ENSG00000186654	0.21921276977018866
C20orf79	0.21906491803578607
ENSG00000163634	0.21878248148924828
ENSG00000145335	0.21845781700127895
ENSG00000131730	0.21827585301604674
ENSG00000165556	0.2182043482279279
ENSG00000198077	0.21805738709865705
ENSG00000143199	0.2179862525456228
ENSG00000185860	0.2179832163227187
ENSG00000185615	0.21794812840665176
ENSG00000130349	0.21792607739532766
ENSG00000119541	0.2178976748096431
LRG_439	0.2178868144702837
ENSG00000135736	0.2175914945292252
ENSG00000171433	0.2175416356916318
ENSG00000120885	0.21731930173153277
ENSG00000140943	0.21726047956746852
AGPHD1	0.21700006279465098
ENSG00000136144	0.21688296235377327
ENSG00000179388	0.2168603376492351
LRG_200	0.21676338972633966
ENSG00000132436	0.21673177489524456
ENSG00000106610	0.21649935511493396
LOC100507493	0.21643698064399342
ENSG00000125870	0.21613872290469077
ENSG00000144736	0.2161185713552192
EFHA1	0.21603260739617158
LOC100506504	0.21588718543049099
C6orf115	0.21580942364807482
ENSG00000120694	0.2157659091852106
ENSG00000169871	0.21559123275517528
ENSG00000158417	0.2154550451874233
ENSG00000169507	0.21466872947801655
ENSG00000163354	0.2140162419124185
ENSG00000138109	0.21384595805152204
ENSG00000163586	0.21383879347382515
ENSG00000138385	0.2136301330352153
ENSG00000147408	0.21362763594079712
ENSG00000164816	0.2136249720209179
ENSG00000164946	0.21359643887258098
ENSG00000151962	0.21352229768714562
ENSG00000113583	0.21350246459656594
ENSG00000133030	0.21348439359159604
ENSG00000133067	0.2133566609759788
ENSG00000072415	0.21331648896413932
ENSG00000188342	0.21324069095288495
ENSG00000175287	0.21297928355172163
ENSG00000169223	0.21297380376682395
ENSG00000102531	0.2127947425048399
ENSG00000171970	0.2127062007826421
ENSG00000186474	0.2125598053918014
ENSG00000117868	0.2124464953107537
LRG_683	0.21235738351514255
C1orf96	0.2123472041962466
ENSG00000163877	0.21200326689304883
ENSG00000243667	0.21182938700176837
ENSG00000036565	0.21164709710897703
ENSG00000135740	0.21146997991798083
ENSG00000184897	0.2103019455319617
ENSG00000198862	0.21012779924554068
ENSG00000115966	0.2099280387265538
ENSG00000110075	0.209755174383351
ENSG00000162396	0.20970393737622098
ENSG00000166482	0.20952461730350008
ENSG00000088727	0.20951174253844718
ENSG00000117122	0.2092229625753625
ENSG00000278588	0.20902010693042505
ENSG00000114573	0.20898684416554622
ENSG00000118407	0.20898571224705145
ENSG00000116871	0.20896069524972866
ENSG00000197498	0.20881318751977998
ENSG00000113580	0.20857527503008136
ENSG00000164300	0.20844397221263555
ENSG00000172164	0.20821745040320705
ENSG00000188243	0.20778520001536946
ENSG00000135838	0.20770924489848383
ENSG00000198723	0.2075326654430259
ZNF498	0.20752982961290053
ENSG00000280670	0.20716231158026363
ENSG00000198843	0.2069766959357437
ENSG00000133318	0.20680277729081487
ENSG00000068354	0.20669003764897667
ENSG00000108352	0.20637957811456412
ENSG00000143536	0.20634470858470816
ENSG00000151623	0.20617111043424674
ENSG00000185238	0.20604548483432392
ENSG00000065970	0.20592199166524638
ENSG00000121053	0.2055191074999484
ENSG00000150628	0.2054335643122147
ENSG00000183186	0.20543097260924764
ENSG00000276903	0.20539383474300812
NAPRT1	0.2053698443226412
ENSG00000164953	0.2053251394329855
ENSG00000009765	0.20507643548801907
ENSG00000198856	0.20504822301624887
ENSG00000106635	0.2049653733491165
ENSG00000118849	0.20486390743854482
ENSG00000158786	0.20478144378678018
ENSG00000234965	0.2045942419457927
ENSG00000155621	0.20452313885070433
ENSG00000254997	0.20439363612135886
ENSG00000188037	0.20425021799438148
ERVK13-1	0.20419868078794481
ENSG00000152208	0.20386859950877245
ENSG00000124193	0.20385439856626647
ENSG00000215475	0.20357280084851204
LOC100506014	0.20349571536749123
ENSG00000133401	0.20348936523350192
ENSG00000183798	0.20340683658115907
C7orf42	0.20334837952327256
ENSG00000188554	0.20323068167237204
ENSG00000076513	0.2031628288367788
ENSG00000121068	0.20306470213230526
ENSG00000175115	0.20303138522959102
ENSG00000122970	0.20292168489410772
LOC100506838	0.20288686748309806
ENSG00000085760	0.20268871262159008
ENSG00000168092	0.20268469198359781
ENSG00000180011	0.20254452226248598
ENSG00000100350	0.20252685384462538
ENSG00000141668	0.20235311483013735
ENSG00000187239	0.2022543025515795
ENSG00000148584	0.202025044658222
ENSG00000152601	0.2019433011197696
ENSG00000087085	0.20190051659319339
ENSG00000135392	0.2018526363947257
ENSG00000198468	0.20180690725100806
ENSG00000164219	0.20178959052505213
ENSG00000184743	0.20167050463884637
NSAP11	0.2014227701517267
ENSG00000105664	0.2013591261988634
ENSG00000176124	0.2013564319370592
ENSG00000124233	0.20132956704476224
ENSG00000080603	0.2010722572111616
ENSG00000133112	0.2009962462374367
RUNX1-IT1	0.20093294130744757
ENSG00000036473	0.20071747814753466
ENSG00000135521	0.2000711755404927
ENSG00000168610	0.20001994642350504
ENSG00000172828	0.20001698324745473
ENSG00000131203	0.20001528270544022
ENSG00000129422	0.19996865579916914
ENSG00000135424	0.19990341495707242
ENSG00000180613	0.19979948403161954
LOC100507575	0.19975919429515476
ENSG00000136897	0.19975153189278616
ENSG00000147669	0.19955105576539542
ENSG00000091527	0.19918406023582333
ENSG00000144741	0.19914249813347182
ENSG00000181264	0.19911190043453666
ENSG00000112893	0.19911180505952467
LOC100505730	0.19886336387382209
ENSG00000002933	0.1986437626701202
C3orf27	0.19863225131460974
ENSG00000188992	0.19859485308435795
ENSG00000104371	0.1984135713436029
ENSG00000176204	0.19840792086171455
ENSG00000120662	0.1983645691913122
ENSG00000122711	0.19830652103438623
ENSG00000080608	0.19808008033314564
ENSG00000197694	0.19801101575223948
ENSG00000137648	0.19788518095199042
ENSG00000133597	0.1978648014463282
ENSG00000083828	0.19763448733414946
ENSG00000149499	0.19753182662542332
ENSG00000124493	0.1975107535919051
ENSG00000104859	0.1972744554206832
LOC729678	0.19725500517951533
ENSG00000182601	0.197137128390964
ENSG00000083520	0.1971342242463561
ENSG00000235132	0.1970669948549417
ENSG00000130234	0.19706604287683563
ENSG00000183527	0.19698001116634806
ENSG00000155858	0.19682528008236252
ENSG00000011677	0.19682335072441864
ENSG00000236515	0.19678272597356816
ENSG00000125846	0.19670416147740516
C9orf93	0.1966961933470313
ENSG00000114988	0.19669495471945808
ENSG00000102753	0.1966640700233794
ENSG00000138442	0.19653041314029024
ENSG00000179630	0.19643355777754196
ENSG00000244754	0.19637770109440245
ENSG00000139133	0.1963528611903858
ENSG00000066136	0.19623102071675663
ENSG00000125813	0.19623080967593334
ENSG00000179698	0.19622002557330234
ENSG00000136159	0.19616612815536288
LOC100506365	0.1961028057523871
ENSG00000133863	0.19574824762924622
ENSG00000164978	0.19570368425100748
ENSG00000145782	0.19568860359200232
LOC100129034	0.1955959624964668
ENSG00000084234	0.1955886114849692
ENSG00000172247	0.19552314263715503
ENSG00000185803	0.19535648863064198
ENSG00000170088	0.19530497105444874
ENSG00000137574	0.19524771848213543
LOC84931	0.1952381621909027
LOC100653010	0.1952377733553882
LOC151760	0.19514094388993924
ENSG00000105880	0.19509880076603764
ENSG00000170142	0.19506856021523505
C17orf81	0.19501377494096078
LRG_643	0.19497422320441646
ENSG00000127580	0.19477062573826265
ENSG00000118322	0.19467115729773424
ENSG00000152818	0.19462703746441462
ENSG00000143622	0.19456154167869436
ENSG00000206384	0.19452974273749382
ENSG00000146216	0.19448984875293396
ENSG00000198944	0.19435336210810875
ENSG00000092529	0.19409626812342634
ENSG00000105939	0.19406229244878054
ENSG00000197343	0.1940484844950917
ENSG00000197948	0.19397426358569164
LOC100505681	0.19397136091390696
ENSG00000167600	0.1938550002653192
ENSG00000111206	0.19378373160838258
ENSG00000173261	0.1937191885148513
ENSG00000157782	0.19365136449117987
ENSG00000133773	0.19364768631407334
ENSG00000140332	0.19356353249890426
ENSG00000135547	0.19348640813138163
ENSG00000148925	0.19347877397306718
ENSG00000135114	0.1934427995624837
ENSG00000171987	0.19342277371667563
ENSG00000173674	0.1933663819585173
KIAA1199	0.19327771605314165
ENSG00000075303	0.19324663070517537
ENSG00000165478	0.19314808315730225
ENSG00000120697	0.19306194606094967
ENSG00000138613	0.1930455931150041
ENSG00000230701	0.1930261043830975
ENSG00000152433	0.19298665951853125
ENSG00000089195	0.1929656290760476
ENSG00000124067	0.19290097993417638
ENSG00000143882	0.19288694264991887
ENSG00000138316	0.19285945408703772
ENSG00000110436	0.19281753801744853
ENSG00000164209	0.19266621187178545
ENSG00000136052	0.19265378955464715
HP07349	0.19257233146021366
ENSG00000188176	0.1925122826034708
ENSG00000047621	0.19248405812583924
C2orf65	0.19243981907637964
ENSG00000113575	0.1923939503762826
LOC93432	0.19236216829355662
ENSG00000125676	0.1921331329293015
ENSG00000118492	0.1921164822146165
ENSG00000132004	0.1920726922511983
ENSG00000091106	0.1919592108204994
LOC100506558	0.19189316975678053
ENSG00000124766	0.19185044295480777
ENSG00000233041	0.19176675548038302
ENSG00000153029	0.19174244616203703
ENSG00000134970	0.1917306256446286
ENSG00000170604	0.19155656161023185
ENSG00000149260	0.1914214867500194
ENSG00000137507	0.19137796452040665
ENSG00000215251	0.19132053515118372
C3orf15	0.1913059955918189
ENSG00000154175	0.19127459602451746
ENSG00000179168	0.19126325851166198
ENSG00000171566	0.19106158809922485
ENSG00000087253	0.1908439933620584
ENSG00000072310	0.19072109920683153
ENSG00000147041	0.1906985234729025
ENSG00000178685	0.1906275223416796
ENSG00000145390	0.19055398162343498
ENSG00000150459	0.1904471508942602
ENSG00000260704	0.19042404640841679
ENSG00000197586	0.1903996802845138
ENSG00000196924	0.19038404413529406
ENSG00000172346	0.1903590833853133
ENSG00000211956	0.19034809750802206
LRG_413	0.1902304756466228
ENSG00000135686	0.19004685291196277
ENSG00000235966	0.19000032810642456
ENSG00000164438	0.18997726930106676
ENSG00000007062	0.1899229783982384
ENSG00000118096	0.1896269898610593
C3orf32	0.18959601317747443
LOC401431	0.18953776130799457
ENSG00000139998	0.18949946879619395
ENSG00000129151	0.18946556548895005
ENSG00000100097	0.18910397787857694
ENSG00000166452	0.18909226602134563
ENSG00000116525	0.189057474681796
ENSG00000162543	0.18889568512255916
ENSG00000170802	0.18878125357984338
ENSG00000182325	0.1887426649495631
ENSG00000136842	0.18864681462644775
ENSG00000116954	0.18859935736599281
ENSG00000150867	0.18855440250236927
ENSG00000173821	0.18848197747694406
ENSG00000164597	0.1883355227684287
ENSG00000150712	0.18827929738227098
LOC339803	0.1882146871203218
ENSG00000233101	0.18800285427370692
ENSG00000169105	0.1879798517555071
ENSG00000099999	0.18786831441571467
ENSG00000099840	0.18784221455009534
ENSG00000176058	0.1878166513399879
RTDR1	0.18771910347795218
ENSG00000173868	0.18769606976581157
ENSG00000254369	0.18768788847050186
ENSG00000159166	0.18766661330827397
ENSG00000005801	0.1875443836481646
ENSG00000177558	0.18753526480464228
ENSG00000231281	0.18748957760509866
ENSG00000176136	0.18731413776130545
ENSG00000105672	0.18730624426580428
LOC100506941	0.187303999601424
C19orf69	0.18722169823898568
ENSG00000183696	0.18721647096374797
ENSG00000136274	0.18721386847583213
ENSG00000166548	0.1872001804545163
ENSG00000176435	0.1871545829516426
ENSG00000204130	0.18709596577992535
ENSG00000147439	0.1870463818939297
LOC100507498	0.18698430624504553
ENSG00000165092	0.1869610421958012
LRG_207	0.18679352930030715
ENSG00000169744	0.18677805586403984
ENSG00000167194	0.18668194190801193
ENSG00000095539	0.18664390557018315
ENSG00000154889	0.18663358678500067
ENSG00000102743	0.18663156239224082
ENSG00000185008	0.18660072859889537
