	PCC
ENSG00000170373	1.0
ENSG00000155265	0.9999470170605065
ENSG00000171431	0.9998940341210131
ENSG00000170369	0.9998410511815196
ENSG00000015413	0.999788068242026
ENSG00000187474	0.9997350853025326
ENSG00000263243	0.9996821023630391
ENSG00000170293	0.9996291194235456
ENSG00000139173	0.9995761364840521
ENSG00000101441	0.9995231535445587
ENSG00000154856	0.9994701706050652
ENSG00000114113	0.9994171876655716
ENSG00000100593	0.9993642047260782
ENSG00000091947	0.9993112217865847
ENSG00000243543	0.9992582388470912
ENSG00000134324	0.9992052559075978
ENSG00000216740	0.9991522729681043
ENSG00000198961	0.9990992900286108
ENSG00000062650	0.9990463070891173
ENSG00000027001	0.9989933241496238
C10orf26	0.9989403412101303
ENSG00000134440	0.9988873582706369
ENSG00000166747	0.9988343753311434
ENSG00000106436	0.9987813923916499
ENSG00000119927	0.9987284094521564
LOC400456	0.998675426512663
ENSG00000164684	0.9986224435731694
ENSG00000035403	0.9985694606336759
ENSG00000144744	0.9985164776941825
ENSG00000047188	0.998463494754689
ENSG00000132541	0.9984105118151955
ENSG00000006047	0.9983575288757021
ENSG00000164830	0.9983045459362085
ENSG00000102181	0.998251562996715
ENSG00000101695	0.9981985800572216
ENSG00000102931	0.9981455971177281
ENSG00000177731	0.9980926141782346
ENSG00000078967	0.9980396312387412
ENSG00000113441	0.9979866482992477
ENSG00000254726	0.9979336653597541
ENSG00000164822	0.9978806824202606
ENSG00000154114	0.9978276994807672
ENSG00000144451	0.9977747165412737
ENSG00000159079	0.9977217336017802
ENSG00000165828	0.9976687506622868
ENSG00000138074	0.9976157677227933
ENSG00000156313	0.9975627847832997
ENSG00000157450	0.9975098018438063
ENSG00000150893	0.9974568189043128
ENSG00000134910	0.9974038359648193
ENSG00000172340	0.9973508530253259
ENSG00000127995	0.9972978700858324
ENSG00000160703	0.9972448871463389
ENSG00000083635	0.9971919042068454
ENSG00000102924	0.9971389212673519
LRG_512	0.9970859383278584
ENSG00000164934	0.9970329553883649
ENSG00000162779	0.9969799724488715
ENSG00000032742	0.996926989509378
ENSG00000083844	0.9968740065698845
ENSG00000089048	0.996821023630391
ENSG00000164543	0.9967680406908975
ENSG00000100373	0.996715057751404
ENSG00000113282	0.9966620748119106
ENSG00000174460	0.9966090918724171
ENSG00000132963	0.9965561089329236
ENSG00000198874	0.9965031259934302
ENSG00000097033	0.9964501430539366
ENSG00000274267	0.9963971601144431
ENSG00000115828	0.9963441771749497
ENSG00000113621	0.9962911942354562
ENSG00000158639	0.9962382112959627
ENSG00000120688	0.9961852283564692
ENSG00000165527	0.9961322454169758
ENSG00000176148	0.9960792624774822
ENSG00000164941	0.9960262795379887
LOC100506373	0.9959732965984953
ENSG00000125877	0.9959203136590018
ENSG00000275714	0.9958673307195083
ENSG00000145780	0.9958143477800149
ENSG00000166265	0.9957613648405214
ENSG00000244355	0.9957083819010278
ENSG00000173418	0.9956553989615344
RP1-177G6.2	0.9956024160220409
ENSG00000140107	0.9955494330825474
ENSG00000149050	0.995496450143054
ENSG00000163618	0.9954434672035605
ENSG00000134982	0.995390484264067
LOC100505634	0.9953375013245734
ENSG00000162891	0.99528451838508
ENSG00000124383	0.9952315354455865
ENSG00000198301	0.995178552506093
ENSG00000185404	0.9951255695665996
PRAC	0.9950725866271061
ENSG00000278466	0.9950196036876126
ENSG00000183579	0.9949666207481191
ENSG00000072364	0.9949136378086256
ENSG00000163029	0.9948606548691321
ENSG00000158092	0.9948076719296387
ENSG00000228859	0.9947546889901452
ENSG00000134716	0.9947017060506517
ENSG00000006576	0.9946487231111583
ENSG00000010270	0.9945957401716647
ENSG00000091542	0.9945427572321712
ENSG00000182747	0.9944897742926777
ENSG00000138606	0.9944367913531843
ENSG00000160214	0.9943838084136908
ENSG00000115252	0.9943308254741973
ENSG00000129636	0.9942778425347039
LOC646168	0.9942248595952103
KIAA0564	0.9941718766557168
ENSG00000043355	0.9941188937162234
LOC641365	0.9940659107767299
ENSG00000169621	0.9940129278372364
ENSG00000164265	0.993959944897743
LOC284751	0.9939069619582495
ENSG00000078579	0.9938539790187559
ENSG00000164442	0.9938009960792624
ENSG00000148459	0.993748013139769
C10orf112	0.9936950302002755
ENSG00000164023	0.993642047260782
LOC201477	0.9935890643212886
ENSG00000154723	0.993536081381795
LOC401074	0.9934830984423015
ENSG00000154743	0.9934301155028081
ENSG00000164932	0.9933771325633146
ENSG00000069018	0.9933241496238211
ENSG00000163611	0.9932711666843277
FAM59A	0.9932181837448342
ENSG00000183421	0.9931652008053407
ENSG00000089177	0.9931122178658472
ENSG00000185272	0.9930592349263537
ENSG00000205339	0.9930062519868602
ENSG00000153066	0.9929532690473667
KIAA1009	0.9929002861078733
ENSG00000187840	0.9928473031683798
ENSG00000112394	0.9927943202288863
ENSG00000152520	0.9927413372893928
ENSG00000132386	0.9926883543498993
ENSG00000173598	0.9926353714104058
ENSG00000102738	0.9925823884709124
ENSG00000101407	0.9925294055314189
ENSG00000213398	0.9924764225919254
ENSG00000277276	0.992423439652432
LOC100652768	0.9923704567129384
LRG_534	0.9923174737734449
ENSG00000083544	0.9922644908339515
ENSG00000167100	0.992211507894458
ENSG00000203783	0.9921585249549645
ENSG00000183734	0.992105542015471
ENSG00000114541	0.9920525590759776
ENSG00000112787	0.991999576136484
ABP1	0.9919465931969905
ENSG00000155833	0.9918936102574971
ENSG00000073169	0.9918406273180036
ENSG00000204950	0.9917876443785101
ENSG00000135111	0.9917346614390167
ENSG00000123143	0.9916816784995232
ENSG00000138698	0.9916286955600296
ENSG00000109458	0.9915757126205362
ENSG00000151422	0.9915227296810427
ENSG00000128487	0.9914697467415492
ENSG00000152413	0.9914167638020558
ENSG00000037749	0.9913637808625623
ENSG00000108576	0.9913107979230688
ENSG00000140057	0.9912578149835752
ENSG00000144852	0.9912048320440818
ENSG00000125657	0.9911518491045883
ENSG00000115263	0.9910988661650948
ENSG00000170365	0.9910458832256014
ENSG00000139746	0.9909929002861079
ENSG00000147202	0.9909399173466144
ENSG00000186115	0.990886934407121
ENSG00000113578	0.9908339514676274
ENSG00000186654	0.9907809685281339
C20orf79	0.9907279855886405
ENSG00000163634	0.990675002649147
ENSG00000145335	0.9906220197096535
ENSG00000131730	0.9905690367701601
ENSG00000165556	0.9905160538306665
ENSG00000198077	0.990463070891173
ENSG00000143199	0.9904100879516795
ENSG00000185860	0.9903571050121861
ENSG00000185615	0.9903041220726926
ENSG00000130349	0.9902511391331991
ENSG00000119541	0.9901981561937057
LRG_439	0.9901451732542121
ENSG00000135736	0.9900921903147186
ENSG00000171433	0.9900392073752252
ENSG00000120885	0.9899862244357317
ENSG00000140943	0.9899332414962382
AGPHD1	0.9898802585567448
ENSG00000136144	0.9898272756172513
ENSG00000179388	0.9897742926777577
LRG_200	0.9897213097382643
ENSG00000132436	0.9896683267987708
ENSG00000106610	0.9896153438592773
LOC100507493	0.9895623609197838
ENSG00000125870	0.9895093779802904
ENSG00000144736	0.9894563950407969
EFHA1	0.9894034121013033
LOC100506504	0.9893504291618099
C6orf115	0.9892974462223164
ENSG00000120694	0.9892444632828229
ENSG00000169871	0.9891914803433295
ENSG00000158417	0.989138497403836
ENSG00000169507	0.9890855144643425
ENSG00000163354	0.989032531524849
ENSG00000138109	0.9889795485853555
ENSG00000163586	0.988926565645862
ENSG00000138385	0.9888735827063686
ENSG00000147408	0.9888205997668751
ENSG00000164816	0.9887676168273816
ENSG00000164946	0.988714633887888
ENSG00000151962	0.9886616509483946
ENSG00000113583	0.9886086680089011
ENSG00000133030	0.9885556850694076
ENSG00000133067	0.9885027021299142
ENSG00000072415	0.9884497191904207
ENSG00000188342	0.9883967362509272
ENSG00000175287	0.9883437533114338
ENSG00000169223	0.9882907703719402
ENSG00000102531	0.9882377874324467
ENSG00000171970	0.9881848044929533
ENSG00000186474	0.9881318215534598
ENSG00000117868	0.9880788386139663
LRG_683	0.9880258556744729
C1orf96	0.9879728727349794
ENSG00000163877	0.9879198897954858
ENSG00000243667	0.9878669068559923
ENSG00000036565	0.9878139239164989
ENSG00000135740	0.9877609409770054
ENSG00000184897	0.9877079580375119
ENSG00000198862	0.9876549750980185
ENSG00000115966	0.987601992158525
ENSG00000110075	0.9875490092190314
ENSG00000162396	0.987496026279538
ENSG00000166482	0.9874430433400445
ENSG00000088727	0.987390060400551
ENSG00000117122	0.9873370774610576
ENSG00000278588	0.9872840945215641
ENSG00000114573	0.9872311115820706
ENSG00000118407	0.987178128642577
ENSG00000116871	0.9871251457030836
ENSG00000197498	0.9870721627635901
ENSG00000113580	0.9870191798240966
ENSG00000164300	0.9869661968846032
ENSG00000172164	0.9869132139451097
ENSG00000188243	0.9868602310056162
ENSG00000135838	0.9868072480661227
ENSG00000198723	0.9867542651266292
ZNF498	0.9867012821871357
ENSG00000280670	0.9866482992476423
ENSG00000198843	0.9865953163081488
ENSG00000133318	0.9865423333686553
ENSG00000068354	0.9864893504291619
ENSG00000108352	0.9864363674896683
ENSG00000143536	0.9863833845501748
ENSG00000151623	0.9863304016106813
ENSG00000185238	0.9862774186711879
ENSG00000065970	0.9862244357316944
ENSG00000121053	0.9861714527922009
ENSG00000150628	0.9861184698527075
ENSG00000183186	0.9860654869132139
ENSG00000276903	0.9860125039737204
NAPRT1	0.985959521034227
ENSG00000164953	0.9859065380947335
ENSG00000009765	0.98585355515524
ENSG00000198856	0.9858005722157466
ENSG00000106635	0.9857475892762531
ENSG00000118849	0.9856946063367595
ENSG00000158786	0.9856416233972661
ENSG00000234965	0.9855886404577726
ENSG00000155621	0.9855356575182791
ENSG00000254997	0.9854826745787856
ENSG00000188037	0.9854296916392922
ERVK13-1	0.9853767086997987
ENSG00000152208	0.9853237257603051
ENSG00000124193	0.9852707428208117
ENSG00000215475	0.9852177598813182
LOC100506014	0.9851647769418247
ENSG00000133401	0.9851117940023313
ENSG00000183798	0.9850588110628378
C7orf42	0.9850058281233443
ENSG00000188554	0.9849528451838508
ENSG00000076513	0.9848998622443573
ENSG00000121068	0.9848468793048638
ENSG00000175115	0.9847938963653704
ENSG00000122970	0.9847409134258769
LOC100506838	0.9846879304863834
ENSG00000085760	0.9846349475468898
ENSG00000168092	0.9845819646073964
ENSG00000180011	0.9845289816679029
ENSG00000100350	0.9844759987284094
ENSG00000141668	0.984423015788916
ENSG00000187239	0.9843700328494225
ENSG00000148584	0.984317049909929
ENSG00000152601	0.9842640669704356
ENSG00000087085	0.984211084030942
ENSG00000135392	0.9841581010914485
ENSG00000198468	0.9841051181519551
ENSG00000164219	0.9840521352124616
ENSG00000184743	0.9839991522729681
NSAP11	0.9839461693334747
ENSG00000105664	0.9838931863939812
ENSG00000176124	0.9838402034544876
ENSG00000124233	0.9837872205149941
ENSG00000080603	0.9837342375755007
ENSG00000133112	0.9836812546360072
RUNX1-IT1	0.9836282716965137
ENSG00000036473	0.9835752887570203
ENSG00000135521	0.9835223058175268
ENSG00000168610	0.9834693228780332
ENSG00000172828	0.9834163399385398
ENSG00000131203	0.9833633569990463
ENSG00000129422	0.9833103740595528
ENSG00000135424	0.9832573911200594
ENSG00000180613	0.9832044081805659
LOC100507575	0.9831514252410724
ENSG00000136897	0.983098442301579
ENSG00000147669	0.9830454593620854
ENSG00000091527	0.9829924764225919
ENSG00000144741	0.9829394934830984
ENSG00000181264	0.982886510543605
ENSG00000112893	0.9828335276041115
LOC100505730	0.982780544664618
ENSG00000002933	0.9827275617251245
C3orf27	0.982674578785631
ENSG00000188992	0.9826215958461375
ENSG00000104371	0.9825686129066441
ENSG00000176204	0.9825156299671506
ENSG00000120662	0.9824626470276571
ENSG00000122711	0.9824096640881637
ENSG00000080608	0.9823566811486701
ENSG00000197694	0.9823036982091766
ENSG00000137648	0.9822507152696832
ENSG00000133597	0.9821977323301897
ENSG00000083828	0.9821447493906962
ENSG00000149499	0.9820917664512027
ENSG00000124493	0.9820387835117093
ENSG00000104859	0.9819858005722157
LOC729678	0.9819328176327222
ENSG00000182601	0.9818798346932288
ENSG00000083520	0.9818268517537353
ENSG00000235132	0.9817738688142418
ENSG00000130234	0.9817208858747484
ENSG00000183527	0.9816679029352549
ENSG00000155858	0.9816149199957613
ENSG00000011677	0.9815619370562679
ENSG00000236515	0.9815089541167744
ENSG00000125846	0.9814559711772809
C9orf93	0.9814029882377874
ENSG00000114988	0.981350005298294
ENSG00000102753	0.9812970223588005
ENSG00000138442	0.9812440394193069
ENSG00000179630	0.9811910564798135
ENSG00000244754	0.98113807354032
ENSG00000139133	0.9810850906008265
ENSG00000066136	0.9810321076613331
ENSG00000125813	0.9809791247218396
ENSG00000179698	0.980926141782346
ENSG00000136159	0.9808731588428526
LOC100506365	0.9808201759033591
ENSG00000133863	0.9807671929638656
ENSG00000164978	0.9807142100243722
ENSG00000145782	0.9806612270848787
LOC100129034	0.9806082441453852
ENSG00000084234	0.9805552612058916
ENSG00000172247	0.9805022782663982
ENSG00000185803	0.9804492953269047
ENSG00000170088	0.9803963123874112
ENSG00000137574	0.9803433294479178
LOC84931	0.9802903465084243
LOC100653010	0.9802373635689308
LOC151760	0.9801843806294374
ENSG00000105880	0.9801313976899438
ENSG00000170142	0.9800784147504503
C17orf81	0.9800254318109569
LRG_643	0.9799724488714634
ENSG00000127580	0.9799194659319699
ENSG00000118322	0.9798664829924765
ENSG00000152818	0.979813500052983
ENSG00000143622	0.9797605171134894
ENSG00000206384	0.9797075341739959
ENSG00000146216	0.9796545512345025
ENSG00000198944	0.979601568295009
ENSG00000092529	0.9795485853555155
ENSG00000105939	0.9794956024160221
ENSG00000197343	0.9794426194765286
ENSG00000197948	0.979389636537035
LOC100505681	0.9793366535975416
ENSG00000167600	0.9792836706580481
ENSG00000111206	0.9792306877185546
ENSG00000173261	0.9791777047790612
ENSG00000157782	0.9791247218395677
ENSG00000133773	0.9790717389000742
ENSG00000140332	0.9790187559605807
ENSG00000135547	0.9789657730210872
ENSG00000148925	0.9789127900815937
ENSG00000135114	0.9788598071421002
ENSG00000171987	0.9788068242026068
ENSG00000173674	0.9787538412631133
KIAA1199	0.9787008583236197
ENSG00000075303	0.9786478753841263
ENSG00000165478	0.9785948924446328
ENSG00000120697	0.9785419095051393
ENSG00000138613	0.9784889265656459
ENSG00000230701	0.9784359436261524
ENSG00000152433	0.9783829606866589
ENSG00000089195	0.9783299777471655
ENSG00000124067	0.9782769948076719
ENSG00000143882	0.9782240118681784
ENSG00000138316	0.978171028928685
ENSG00000110436	0.9781180459891915
ENSG00000164209	0.978065063049698
ENSG00000136052	0.9780120801102045
HP07349	0.9779590971707111
ENSG00000188176	0.9779061142312175
ENSG00000047621	0.977853131291724
C2orf65	0.9778001483522306
ENSG00000113575	0.9777471654127371
LOC93432	0.9776941824732436
ENSG00000125676	0.9776411995337502
ENSG00000118492	0.9775882165942567
ENSG00000132004	0.9775352336547631
